format,name,description,minting_tool,seneitive_content,series_number,series_total,attributes,UUID,HASH
CHIP-0007,madame-ngozi,Ngozi make heads turn with her beautiful collection of materials from all over Africa.,,,420,420,"[{""trait_type"":""hair"",""value"":"" red afro""},{""trait_type"":"" eyes"",""value"":"" none""},{""trait_type"":"" teeth"",""value"":"" none""},{""trait_type"":"" clothing"",""value"":"" ghana kente dress""},{""trait_type"":"" accessories"",""value"":"" yellow sunglasses""},{""trait_type"":"" expression"",""value"":"" pissed""},{""trait_type"":"" strength"",""value"":"" money""},{""trait_type"":""Friendship"",""value"":50,""min_value"":0,""max_value"":255}]",7ecdbb1d-9a89-4136-b240-499051836979,ecfee81a05fb8d03de67fbb9390f4940715fb2723a472d4ea20ac8e912aad9d5
2d4ea20ac8e912aad9d5
de67fbb9390f4940715fb2723a472d4ea20ac8e912aad9d5
